,code,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12
548,T4994,,,70,,,,,,,,,,,,51.01,,,,,,,,,,,,49.8,,,,,,,,,,,,45.66,,,,,,,,,,,,40.09,,,,,,,,,,,,34.96,,,,,,,,,
549,T4995,,,,,,,,,,,227.4,,,,,,,,,,,,203.55,,,,,,,,,,,,218.6,,,,,,,,,,,,216.48,,,,,,,,,,,,207.55,,,,,,,,,,,,194.98,
550,T4996,,,,,,,,,,58.09,,,,,,,,,,,,33.93,,,,,,,,,,,,31.76,,,,,,,,,,,,42.66,,,,,,,,,,,,49.15,,,,,,,,,,,,55.72,,
551,T4997,,,,,,,,,46.61,,,,,,,,,,,,42.06,,,,,,,,,,,,37.05,,,,,,,,,,,,27.94,,,,,,41.64,,,,,,,,,,,,42.42,,,,,,,,,
552,T4998,,,230.59,,,,,,,,,,,,248.27,,,,,,,,,,,,132.78,,,,,,,,,,,,137.6,,,,,,,,,,,,119.42,,,,,,,,,,,,124.03,,,,,,,,,
553,T5142,,,82.54,,,,,,,,,,,,83.78,,,,,,,,,,,,86.08,,,,,,,,,,,,88.55,,,,,,,,,,,,82.95,,,,,,,,,,,,77.62,,,,,,,,,
554,T5208,,,22.5,,,,,,,,,,,,26.08,,,,,,,,,,,,27.92,,,,,,,,,,,,25.03,,,,,,,,,,,,32.51,,,,,,,,,,,,23.26,,,,,,,,,
555,T6776,,,350.66,,,,,,,,,,,,228.71,,,,,,,,,,,,184.98,,,,,,,,,,,,158.92,,,,,,,,,,,,147.07,,,,,,,,,,,,140.25,,,,,,,,,
556,T6988,,,40.6,,,,,,,,,,,,46.99,,,,,,,,,,,,47.28,,,,,,,,,,,,42.35,,,,,,,,,,,,46.35,,,,,,,,,,,,50.11,,,,,,,,,
557,T7871,,,66.76,,,,,,,,,,,,62.89,,,,,,,,,,,,62.39,,,,,,,,,,,,59.62,,,,,,,,,,,,56.59,,,,,,,,,,,,49.68,,,,,,,,,
558,T7874,,,45.62,,,,,,,,,,,,49.85,,,,,,,,,,,,84.38,,,,,,,,,,,,83.21,,,,,,,,,,,,114.22,,,,,,,,,,,,105.85,,,,,,,,,
559,T7877,,,26.65,,,,,,,,,,,,33.92,,,,,,,,,,,,35.4,,,,,,,,,,,,38.2,,,,,,,,,,,,29.14,,,,,,,,,,,,34.47,,,,,,,,,
560,T7886,,,252.38,,,,,,,,,,,,266.54,,,,,,,,,,,,291.05,,,,,,,,,,,,295.87,,,,,,,,,,,,290.84,,,,,,,,,,,,385.62,,,,,,,,,
561,T7888,,,,,115.4,,,,,,,,,,,,110.11,,,,,,,,,,,,112.02,,,,,,,,,,,,90.96,,,,,,,,,,,,90.52,,,,,,,,,,,,106.5,,,,,,,
562,T7894,,169.11,,,,,,,,,,,,128.97,,,,,,,,,,,,112.03,,,,,,,,,,,,99.2,,,,,,,,,,,,100.15,,,,,,,,,,,,111.13,,,,,,,,,,
563,T7908,,,29.21,,,,,,,,,,,,30.15,,,,,,,,,,,,29.41,,,,,,,,,,,,28.76,,,,,,,,,,,,26.78,,,,,,,,,,,,26.21,,,,,,,,,
564,T7917,,,48.59,,,,,,,,,,,,45.14,,,,,,,,,,,,51.48,,,,,,,,,,,,50.05,,,,,,,,,,,,42.13,,,,,,,,,,,,44.22,,,,,,,,,
565,T7925,,,19.29,,,,,,,,,,,,18.81,,,,,,,,,,,,16.88,,,,,,,,,,,,17.24,,,,,,,,,,,,16.69,,,,,,,,,,,,17.01,,,,,,,,,
566,T7927,,,174.37,,,,,,,,,,,,202.85,,,,,,,,,,,,179.71,,,,,,,,,,,,193.8,,,,,,,,,,,,159.59,,,,,,,,,,,,141.52,,,,,,,,,
567,T7928,,,,,,,,15.95,,,,,,,,,,,,17.27,,,,,,,,,,,,16.81,,,,,,,,,,,,21.45,,,,,,,,,,,,17.61,,,,,,,,,,,,17.62,,,,
568,T7931,,,18.74,,,,,,,,,,,,18.28,,,,,,,,,,,,19.49,,,,,,,,,,,,18.37,,,,,,,,,,,,26.33,,,,,,,,,,,,24.1,,,,,,,,,
569,T7940,,,256.75,,,,,,,,,,,,289.78,,,,,,,,,,,,243.23,,,,,,,,,,,,238.51,,,,,,,,,,,,220.54,,,,,,,,,,,,116.72,,,,,,,,,
570,T7942,,,78.12,,,,,,,,,,,,60.97,,,,,,,,,,,,64.81,,,,,,,,,,,,69.13,,,,,,,,,,,,65.1,,,,,,,,,,,,64.62,,,,,,,,,
571,T7947,,,152.75,,,,,,,,,,,,151.22,,,,,,,,,,,,153.57,,,,,,,,,,,,148.97,,,,,,,,,,,,129.91,,,,,,,,,,,,126.44,,,,,,,,,
572,T7950,,,17.28,,,,,,,,,,,,15.01,,,,,,,,,,,,14.2,,,,,,,,,,,,13.65,,,,,,,,,,,,13.72,,,,,,,,,,,,11.2,,,,,,,,,
573,T7970,,,36.8,,,,,,,,,,,,38.66,,,,,,,,,,,,53.39,,,,,,,,,,,,51.23,,,,,,,,,,,,38.96,,,,,,,,,,,,39.62,,,,,,,,,
574,T7971,,,165.11,,,,,,,,,,,,146.15,,,,,,,,,,,,137.13,,,,,,,,,,,,135.07,,,,,,,,,,,,143.17,,,,,,,,,,,,126.25,,,,,,,,,
575,T7988,,,140.37,,,,,,,,,,,,124.07,,,,,,,,,,,,67.02,,,,,,,,,,,,73.29,,,,,,,,,,,,84.48,,,,,,,,,,,,69.5,,,,,,,,,
576,T7995,,,50.39,,,,,,,,,,,,57.81,,,,,,,,,,,,51.33,,,,,,,,,,,,50.38,,,,,,,,,,,,43.38,,,,,,,,,,,,45.86,,,,,,,,,
577,T8113,,,,,,,,,,,,57.07,,,,,,,,,,,,63.55,,,,,,,,,,,,43.95,,,,,,,,,,,,40.6,,,,,,,,,,,,45.96,,,,,,,,,,,,42.06
578,T9385,,,223.74,,,,,,,,,,,,218.33,,,,,,,,,,,,211.6,,,,,,,,,,,,188.2,,,,,,,,,,,,246.2,,,,,,,,,,,,123.96,,,,,,,,,
579,T9845,,,100.03,,,,,,,,,,,,97.11,,,,,,,,,,,,87.97,,,,,,,,,,,,80.29,,,,,,,,,,,,62.83,,,,,,,,,,,,59.04,,,,,,,,,
580,T130A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16
581,T2160,,,,,,,,,,,,0.65,,,,,,,,,,,,0.46,,,,,,,,,,,,7.44,,,,,,,,,,,,9.49,,,,,,,,,,,,8.46,,,,,,,,,,,,5.02
582,T4151,,,,,,,,,,,,14,,,,,,,,,,,,11.62,,,,,,,,,,,,13.45,,,,,,,,,,,,12.64,,,,,,,,,,,,23.77,,,,,,,,,,,,33.05
583,T4502,,,71.79,,,,,,,,,,,,102.21,,,,,,,,,,,,88.37,,,,,,,,,,,,105.2,,,,,,,,,,,,126.22,,,,,,,,,,,,144.84,,,,,,,,,
584,T4503,,,100.52,,,,,,,,,,,,118.6,,,,,,,,,,,,93.51,,,,,,,,,,,,118.28,,,,,,,,,,,,98.36,,,,,,,,,,,,71.55,,,,,,,,,
585,T4506,,,39.17,,,,,,,,,,,,24.54,,,,,,,,,,,,20.46,,,,,,,,,,,,16.1,,,,,,,,,,,,54,,,,,,,,,,,,44.73,,,,,,,,,
586,T4507,,,23.22,,,,,,,,,,,,26.41,,,,,,,,,,,,16.89,,,,,,,,,,,,14.84,,,,,,,,,,,,9.49,,,,,,,,,,,,15.05,,,,,,,,,
587,T4512,,,31.02,,,,,,,,,,,,28.72,,,,,,,,,,,,26.56,,,,,,,,,,,,29.09,,,,,,,,,,,,33.78,,,,,,,,,,,,27.98,,,,,,,,,
588,T4516,,,28.62,,,,,,,,,,,,30.76,,,,,,,,,,,,22.23,,,,,,,,,,,,21.4,,,,,,,,,,,,18.3,,,,,,,,,,,,21.1,,,,,,,,,
589,T4519,,,,,,,,,,,,20.94,,,,,,,,,,,,20.28,,,,,,,,,,,,20.55,,,,,,,,,,,,21.65,,,,,,,,,,,,28.56,,,,,,,,,,,,30.8
590,T4521,,,43.61,,,,,,,,,,,,28.75,,,,,,,,,,,,32.56,,,,,,,,,,,,27.61,,,,,,,,,,,,21.41,,,,,,,,,,,,20.28,,,,,,,,,
591,T4523,,,50.34,,,,,,,,,,,,61.7,,,,,,,,,,,,62.19,,,,,,,,,,,,66.35,,,,,,,,,,,,43.26,,,,,,,,,,,,47.26,,,,,,,,,
592,T4524,,,49.87,,,,,,,,,,,,54.4,,,,,,,,,,,,44.8,,,,,,,,,,,,44.83,,,,,,,,,,,,43.73,,,,,,,,,,,,40.6,,,,,,,,,
593,T4527,,,35.12,,,,,,,,,,,,32.36,,,,,,,,,,,,33.03,,,,,,,,,,,,32.16,,,,,,,,,,,,37.79,,,,,,,,,,,,33.55,,,,,,,,,
594,T4528,,,16.25,,,,,,,,,,,,21.59,,,,,,,,,,,,15.48,,,,,,,,,,,,16.64,,,,,,,,,,,,18.06,,,,,,,,,,,,16.55,,,,,,,,,
595,T4530,,17.68,,,,,,,,,,,,16.41,,,,,,,,,,,,17.41,,,,,,,,,,,,14.04,,,,,,,,,,,,17.99,,,,,,,,,,,,14.24,,,,,,,,,,
596,T4534,,,23.52,,,,,,,,,,,,26.36,,,,,,,,,,,,24.65,,,,,,,,,,,,24.26,,,,,,,,,,,,25.15,,,,,,,,,,,,24.59,,,,,,,,,
597,T4536,,,32.81,,,,,,,,,,,,22.08,,,,,,,,,,,,20.79,,,,,,,,,,,,21.36,,,,,,,,,,,,19.97,,,,,,,,,,,,20.21,,,,,,,,,
598,T4538,,,111.72,,,,,,,,,,,,111.36,,,,,,,,,,,,115.44,,,,,,,,,,,,118.28,,,,,,,,,,,,114.08,,,,,,,,,,,,107.45,,,,,,,,,
599,T4539,,,208.25,,,,,,,,,,,,201.3,,,,,,,,,,,,211.42,,,,,,,,,,,,206.06,,,,,,,,,,,,211.66,,,,,,,,,,,,213.21,,,,,,,,,
600,T4540,,,44.25,,,,,,,,,,,,41.2,,,,,,,,,,,,50.46,,,,,,,,,,,,40.1,,,,,,,,,,,,37.63,,,,,,,,,,,,36.12,,,,,,,,,
601,T4547,,,17.75,,,,,,,,,,,,14.86,,,,,,,,,,,,16.23,,,,,,,,,,,,13.86,,,,,,,,,,,,16.93,,,,,,,,,,,,20.26,,,,,,,,,
602,T4548,,,13.72,,,,,,,,,,,,12.79,,,,,,,,,,,,13.85,,,,,,,,,,,,9.66,,,,,,,,,,,,13.86,,,,,,,,,,,,7.84,,,,,,,,,
603,T4549,,,38.84,,,,,,,,,,,,44.31,,,,,,,,,,,,39.02,,,,,,,,,,,,35.02,,,,,,,,,,,,34.77,,,,,,,,,,,,33.87,,,,,,,,,
604,T4552,,,30.32,,,,,,,,,,,,31.63,,,,,,,,,,,,40.09,,,,,,,,,,,,38.38,,,,,,,,,,,,47.84,,,,,,,,,,,,92.51,,,,,,,,,
605,T4553,,,112.89,,,,,,,,,,,,110.11,,,,,,,,,,,,114.46,,,,,,,,,,,,99.14,,,,,,,,,,,,104.05,,,,,,,,,,,,97.59,,,,,,,,,
606,T4554,,,,,,,,,59.39,,,,,,,,,,,,48.24,,,,,,,,,,,,42.31,,,,,,,,,,,,47.87,,,,,,,,,,,,49.73,,,,,,,,,,,,90.47,,,
607,T4556,,,76.38,,,,,,,,,,,,59.31,,,,,,,,,,,,59.42,,,,,,,,,,,,61.16,,,,,,,,,,,,53.94,,,,,,,,,,,,49.41,,,,,,,,,
608,T4558,,,162.61,,,,,,,,,,,,151.65,,,,,,,,,,,,148.09,,,,,,,,,,,,150.49,,,,,,,,,,,,146.33,,,,,,,,,,,,111.45,,,,,,,,,
609,T4559,,,87.63,,,,,,,,,,,,78.48,,,,,,,,,,,,78.95,,,,,,,,,,,,90.06,,,,,,,,,,,,96.65,,,,,,,,,,,,129.93,,,,,,,,,
610,T4563,,,,,,,,,,,,17.89,,,,,,,,,,,,10.33,,,,,,,,,,,,4.22,,,,,,,,,,,,4.35,,,,,,,,,,,,16.4,,,,,,,,,,,,16.04
611,T4564,,,4.41,,,,,,,,,,,,5.16,,,,,,,,,,,,5.93,,,,,,,,,,,,11.71,,,,,,,,,,,,8,,,,,,,,,,,,9.56,,,,,,,,,
612,T4565,,,24.14,,,,,,,,,,,,20.53,,,,,,,,,,,,17.1,,,,,,,,,15.51,,,,,,,,,,,,1.96,,,,,,,,,,,,28.57,,,,,,,,,,,,61.64
613,T4568,,,43.79,,,,,,,,,,,,64.86,,,,,,,,,,,,66.55,,,,,,,,,,,,69.24,,,,,,,,,,,,64.91,,,,,,,,,,,,67.76,,,,,,,,,
614,T4569,,,2.47,,,,,,,,,,,,1.97,,,,,,,,,,,,1.64,,,,,,,,,,,,62.3,,,,,,,,,,,,47.16,,,,,,,,,,,,47.18,,,,,,,,,
615,T4570,,,19.92,,,,,,,,,,,,153.21,,,,,,,,,,,,61.61,,,,,,,,,,,,36.05,,,,,,,,,,,,18.19,,,,,,,,,,,,6.35,,,,,,,,,
616,T4571,,,27.4,,,,,,,,,,,,29.2,,,,,,,,,,,,66.33,,,,,,,,,,,,46.42,,,,,,,,,,,,2.02,,,,,,,,,,,,4.31,,,,,,,,,
617,T4572,,,,,,,,,,,,46.73,,,,,,,,,,,,59.25,,,,,,,,,,,,98.54,,,,,,,,,,,,40.33,,,,,,,,,,,,26.94,,,,,,,,,,,,26.52
618,T4574,,,23.23,,,,,,,,,,,,21.73,,,,,,,,,,,,24.64,,,,,,,,,,,,23.35,,,,,,,,,,,,31.4,,,,,,,,,39.57,,,,,,,,,,,,76.63
619,T4575,,,,,,4.21,,,,,,,,,,,,7.61,,,,,,,,,,,,45.09,,,,,,,,,,,,38.02,,,,,,,,,,,,679.47,,,,,,,,,,,,243.47,,,,,,
620,T4576,,,,,,,,,,,,0.92,,,,,,,,,,,,35.85,,,,,,,,,,,,63.94,,,,,,,,,,,,41.02,,,,,,,,,,,,25.53,,,,,,,,,,,,20.96
621,T4577,,,,,83.01,,,,,,,,,,,,78.24,,,,,,,,,,,,67.36,,,,,,,,,,,,50.85,,,,,,,,,,,,49.59,,,,,,,,,,,,39.44,,,,,,,
622,T4578,,,,,,,,,,,,3.46,,,,,,,,,,,,2.16,,,,,,,,,,,,7.94,,,,,,,,,,,,18.42,,,,,,,,,,,,18.83,,,,,,,,,,,,16.78
623,T4579,,,,,,,,,,,,6.12,,,,,,,,,,,,3.53,,,,,,,,,,,,4.71,,,,,,,,,,,,4.37,,,,,,,,,,,,5.45,,,,,,,,,,,,9.08
624,T4582,,,,,,,,,,,,27.57,,,,,,,,,,,,37.44,,,,,,,,,,,,30.58,,,,,,,,,,,,23.1,,,,,,,,,,,,40.05,,,,,,,,,,,,27.42
625,T4583,,,,,,,,,,,,4.95,,,,,,,,,,,,4.81,,,,,,,,,,,,5.82,,,,,,,,,,,,7.16,,,,,,,,,,,,12.46,,,,,,,,,,,,24
626,T4584,,,337.7,,,,,,,,,,,,5.9,,,,,,,,,,,,16.37,,,,,,,,,,,,15.57,,,,,,,,,,,,142.45,,,,,,,,,,,,153.08,,,,,,,,,
627,T4586,,,,,,,,,,,,20.17,,,,,,,,,,,,5.08,,,,,,,,,,,,8.74,,,,,,,,,,,,6.79,,,,,,,,,,,,7.16,,,,,,,,,,,,8.15
628,T4587,,,,,,16.73,,,,,,,,,,,,11.88,,,,,,,,,,,,12.26,,,,,,,,,,,,14.92,,,,,,4.97,,,,,,,,,,,,23.89,,,,,,,,,,,,6.49
629,T4588,,,,,,,,,,,,20.1,,,,,,,,,,,,20.34,,,,,,,,,,,,18.26,,,,,,,,,,,,26.86,,,,,,,,,,,,39.73,,,,,,,,,,,,19.44
630,T4591,,,4.74,,,,,,,,,,,,2.34,,,,,,,,,,,,4.45,,,,,,,,,,,,73.28,,,,,,,,,,,,4.07,,,,,,,,,,,,1.93,,,,,,,,,
631,T4592,18.32,,,,,,,,,,,,21.88,,,,,,,,,,,,42.49,,,,,,,,,,,,47.52,,,,,,,,,,,,38.89,,,,,,,,,,,,53.56,,,,,,,,,,,
632,T4593,,,,,,,,,,,,53.32,,,,,,,,,,,,21.93,,,,,,,,,,,,39.18,,,,,,,,,,,,136.69,,,,,,,,,,,,238.27,,,,,,,,,,,,237.59
633,T4594,,,5.74,,,,,,,,,,,,3.94,,,,,,,,,,,,4.15,,,,,,,,,,,,4.14,,,,,,,,,,,,7.52,,,,,,,,,,,,6.01,,,,,,,,,
634,T4595,,,,,,,,,,,,113.13,,,,,,,,,,,,79.61,,,,,,,,,,,,76.93,,,,,,,,,,,,69.6,,,,,,,,,,,,59.95,,,,,,,,,,,,51.87
635,T4596,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,7.93,,,,,,,,,,,,3.78,,,,,,,,,,,,2.08
636,T4597,,,,,,,,,,,,20.94,,,,,,,,,,,,11.64,,,,,,,,,,,,15.57,,,,,,,,,,,,25.95,,,,,,,,,,,,160.41,,,,,,,,,,,,108.86
637,T4598,,,,,,,,,,,,,,,25.91,,,,,,,,,,,,4.99,,,,,,,,,,,,1.8,,,,,,,,,,,,5.11,,,,,,,,,,,,3.95,,,,,,,,,
638,T4599,,,,,,,,,,,,,,,,,,,5.25,,,,,,,,,,,,2.78,,,,,,,,,,,,3.51,,,,,,,,,,,,4,,,,,,,,,,,,2.06,,,,,
639,T4880,,,,,,,,,,,,,,,,,,,,,,57.49,,,,,,,,,,,,73.57,,,,,,,,,,,,14.56,,,,,,,,,,,,15.15,,,,,,,,,,,,23.83,,
640,T4881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11,,,,,,,,,,,,9.14,,,,,,,,,,,,4.26,,,,,,,,,,,,5.92
641,T4882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,,,,,,,,,,12.58,,,,,,,,,,,,3.15,,,,,,,,,
642,T4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,2.02,,,,,,,,,,,,0.49,,,,,,,,,,,,8.72
643,T4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27,,,,,,,,,,,,16.2,,,,,,,,,,,,7.36,,,,,,,,,,,,5.15,,,
644,T4885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2476.97,,,,,,,,,,,,1798.81,,,,,,,,,,,,245.73,,,,,,,
645,T4888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.19,,,,,,,,,,,,285.36,,,,,,,,,,,,790,,,,,,,,,
646,T4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.96,,,,,,,,,,,,90.02,,,,,,,,,
647,T4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.61,,,,,,,,,,,,82.4,,,,,,,,,
648,T4891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.64,,,,,,,,,,
649,T4892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.73,,,,,,,,,,,,39.28
650,T4893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03
651,T4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,,,,,,,,,
652,T4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.61
653,T3315,,,169.2,,,,,,,,,,,,161.4,,,,,,,,,,,,145.7,,,,,,,,,,,,153.43,,,,,,,,,,,,125.15,,,,,,,,,,,,100.06,,,,,,,,,
654,T5010,,,,,,,,,,,,153.51,,,,,,,,,,,,151.35,,,,,,,,,,,,173.67,,,,,,,,,,,,202.45,,,,,,,,,,,,301.66,,,,,,,,,,,,318.9
655,T5011,,,56.68,,,,,,,,,,,,58.62,,,,,,,,,,,,54.68,,,,,,,,,,,,53.07,,,,,,,,,,,,53.12,,,,,,,,,,,,52.2,,,,,,,,,
656,T5013,,,41.96,,,,,,,,,,,,42.34,,,,,,,,,,,,40.89,,,,,,,,,,,,62.53,,,,,,,,,,,,57.05,,,,,,,,,,,,58.72,,,,,,,,,
657,T5015,,,,,,,,,,,,28.24,,,,,,,,,,,,25.64,,,,,,,,,,,,27.23,,,,,,,,,,,,25.84,,,,,,,,,,,,26.32,,,,,,,,,,,,24.12
658,T5017,,,579.39,,,,,,,,,,,,490,,,,,,,,,,,,422.08,,,,,,,,,,,,440.92,,,,,,,,,,,,745.53,,,,,,,,,,,,648.39,,,,,,,,,
659,T5018,,89.44,,,,,,,,,,,,76.53,,,,,,,,,,,,71.3,,,,,,,,,,,,72.57,,,,,,,,,,,,69.86,,,,,,,,,,,,70.72,,,,,,,,,,
660,T5019,,,441.72,,,,,,,,,,,,409.92,,,,,,,,,,,,276.03,,,,,,,,,,,,302.86,,,,,,,,,,,,263.24,,,,,,,,,,,,243.35,,,,,,,,,
661,T5020,,,148.21,,,,,,,,,,,,155.85,,,,,,,,,,,,116.52,,,,,,,,,,,,108.53,,,,,,,,,,,,127.58,,,,,,,,,,,,120.8,,,,,,,,,
662,T5021,,,849.48,,,,,,,,,,,,917.76,,,,,,,,,,,,858.88,,,,,,,,,,,,715.59,,,,,,,,,,,,787.11,,,,,,,,,,,,548.76,,,,,,,,,
663,T5101,,,,,,,,,,,,141.54,,,,,,,,,,,,191.5,,,,,,,,,,,,133.18,,,,,,,,,,,,108.32,,,,,,,,,,,,91.23,,,,,,,,,,,,82.03
664,T5103,,,11.71,,,,,,,,,,,,11.3,,,,,,,,,,,,14.91,,,,,,,,,,,,16.22,,,,,,,,,,,,18.63,,,,,,,,,,,,35.62,,,,,,,,,
665,T5105,,,,,,,,,,,,202.25,,,,,,,,,,,,178.53,,,,,,,,,,,,206.83,,,,,,,,,,,,100.91,,,,,,,,,,,,103.69,,,,,,,,,,,,104.53
666,T5108,,,,,,,,,,,,31.34,,,,,,,,,,,,42.55,,,,,,,,,,,,37.21,,,,,,,,,,,,50.7,,,,,,,,,,,,62.23,,,,,,,,,,,,55.57
667,T5110,,,,,,,,,,,,115.25,,,,,,,,,,,,139.41,,,,,,,,,,,,135.13,,,,,,,,,,,,130.24,,,,,,,,,,,,111.37,,,,,,,,,,,,120.62
668,T5121,,,44.34,,,,,,,,,,,,43.28,,,,,,,,,,,,47.15,,,,,,,,,,,,45.85,,,,,,,,,,,,47.13,,,,,,,,,,,,40.76,,,,,,,,,
669,T5122,,,75.54,,,,,,,,,,,,67.8,,,,,,,,,,,,68.58,,,,,,,,,,,,68.19,,,,,,,,,,,,64.68,,,,,,,,,,,,64.58,,,,,,,,,
670,T5161,,,48.99,,,,,,,,,,,,78.71,,,,,,,,,,,,75.15,,,,,,,,,,,,64.93,,,,,,,,,,,,55.77,,,,,,,,,,,,59.03,,,,,,,,,
671,T5162,,,160.84,,,,,,,,,,,,168.24,,,,,,,,,,,,156.68,,,,,,,,,,,,147.35,,,,,,,,,,,,147.98,,,,,,,,,,,,144.85,,,,,,,,,
672,T5184,,,,,,,,,,,,88.84,,,,,,,,,,,,78.72,,,,,,,,,,,,69.48,,,,,,,,,,,,56.35,,,,,,,,,,,,48.87,,,,,,,,,,,,45.98
673,T5185,,,71.76,,,,,,,,,,,,68.81,,,,,,,,,,,,82.49,,,,,,,,,,,,105.34,,,,,,,,,,,,91.33,,,,,,,,,,,,76.43,,,,,,,,,
674,T5186,,,26.61,,,,,,,,,,,,24.63,,,,,,,,,,,,25.55,,,,,,,,,,,,22.62,,,,,,,,,,,,18,,,,,,,,,,,,20.48,,,,,,,,,
675,T5189,,,136.76,,,,,,,,,,,,117.49,,,,,,,,,,,,106.04,,,,,,,,,,,,104.97,,,,,,,,,,,,113.93,,,,,,,,,,,,96.39,,,,,,,,,
676,T5191,,,168.59,,,,,,,,,,,,179.95,,,,,,,,,,,,175.09,,,,,,,,,,,,186.6,,,,,,,,,,,,158.1,,,,,,,,,,,,178.55,,,,,,,,,
677,T5192,,,61.89,,,,,,,,,,,,63.42,,,,,,,,,,,,63.26,,,,,,,,,,,,70.27,,,,,,,,,,,,74.62,,,,,,,,,,,,62.78,,,,,,,,,
678,T5194,,,89.56,,,,,,,,,,,,83.82,,,,,,,,,,,,112.62,,,,,,,,,,,,78.43,,,,,,,,,,,,95.83,,,,,,,,,,,,77.64,,,,,,,,,
679,T5195,,,74.62,,,,,,,,,,,,82.23,,,,,,,,,,,,78.69,,,,,,,,,,,,69.06,,,,,,,,,,,,88.87,,,,,,,,,,,,77.86,,,,,,,,,
680,T5199,,,231.57,,,,,,,,,,,,225.79,,,,,,,,,,,,256.88,,,,,,,,,,,,316.31,,,,,,,,,,,,303.55,,,,,,,,,,,,279.77,,,,,,,,,
681,T3110,,,92.18,,,,,,,,,,,,86.61,,,,,,,,,,,,69.01,,,,,,,,,,,,62.81,,,,,,,,,,,,78.05,,,,,,,,,,,,83.86,,,,,,,,,
682,T4026,,,,243.34,,,,,,,,,,,,198.12,,,,,,,,,,,,187.35,,,,,,,,,,,,174.59,,,,,,,,,,,,153.32,,,,,,,,,,,,118.52,,,,,,,,
683,T5201,,,,,,,,,,,,99.26,,,,,,,,,,,,107.88,,,,,,,,,,,,118.49,,,,,,,,,,,,82.65,,,,,,,,,,,,113.51,,,,,,,,,,,,80.11
684,T5202,,,141.68,,,,,,,,,,,,120.78,,,,,,,,,,,,107.35,,,,,,,,,,,,104.78,,,,,,,,,,,,115.53,,,,,,,,,,,,119.11,,,,,,,,,
685,T5204,,,273.47,,,,,,,,,,,,250.05,,,,,,,,,,,,229.63,,,,,,,,,,,,202.94,,,,,,,,,,,,213.58,,,,,,,,,,,,265.99,,,,,,,,,
686,T5210,,,70.72,,,,,,,,,,,,70.84,,,,,,,,,,,,76.6,,,,,,,,,,,,85.89,,,,,,,,,,,,100.34,,,,,,,,,,,,100.7,,,,,,,,,
687,T5214,,,,,,,,,,,,36.69,,,,,,,,,,,,41.28,,,,,,,,,,,,35.06,,,,,,,,,,,,36.53,,,,,,,,,,,,38.05,,,,,,,,,,,,36.49
688,T5216,,,,,,,,,,,,785.93,,,,,,,,,,,,1098.33,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,318.6,,,,,,,,,,,,142.65
689,T5218,,,,,,,,,,38.86,,,,,,,,,,,,33.4,,,,,,,,,,,,33.19,,,,,,,,,,,,30.57,,,,,,,,,,,,36.52,,,,,,,,,,,,33.95,,
690,T5232,,,80.13,,,,,,,,,,,,68.52,,,,,,,,,,,,65.97,,,,,,,,,,,,71.13,,,,,,,,,,,,67.89,,,,,,,,,,,,69.39,,,,,,,,,
