,code,fiscal_year,fusaiRate
0,1301,2016,304.17
1,1301,2017,289.88
2,1301,2018,300.69
3,1301,2019,289.09
4,1301,2020,224.92
5,1301,2021,236.8
11,130A,2021,4.16
12,1332,2016,269.12
13,1332,2017,262.06
14,1332,2018,266.52
15,1332,2019,280.18
16,1332,2020,223.59
17,1332,2021,217.1
18,1333,2016,485.95
19,1333,2017,413.04
20,1333,2018,368.92
21,1333,2019,343.13
22,1333,2020,298.83
23,1333,2021,278.47
26,1375,2018,0.01
27,1375,2019,0.07
28,1375,2020,99.68
29,1375,2021,95.6
30,1376,2016,160.05
31,1376,2017,141.8
32,1376,2018,139.35
33,1376,2019,132.22
34,1376,2020,130.18
35,1376,2021,120.09
36,1377,2016,12.68
37,1377,2017,15.46
38,1377,2018,10.98
39,1377,2019,9.94
40,1377,2020,9.45
41,1377,2021,9.26
42,1379,2016,68.19
43,1379,2017,77.54
44,1379,2018,87.39
45,1379,2019,84.27
46,1379,2020,74.33
47,1379,2021,83.12
48,1380,2016,178.85
49,1380,2017,198.15
50,1380,2018,179.48
51,1380,2019,173.31
52,1380,2020,160.96
53,1380,2021,151.94
54,1381,2016,33.73
55,1381,2017,32.62
56,1381,2018,23.25
57,1381,2019,17.55
58,1381,2020,14.19
59,1381,2021,15.63
60,1382,2016,28.93
61,1382,2017,79.77
62,1382,2018,108.72
63,1382,2019,140.39
64,1382,2020,111.19
65,1382,2021,70.43
66,1383,2016,166.3
67,1383,2017,173.89
68,1383,2018,180.49
69,1383,2019,187.65
70,1383,2020,356.32
71,1383,2021,348.92
72,1384,2016,53.78
73,1384,2017,47.785
74,1384,2018,38.3
75,1384,2019,33.22
76,1384,2020,28.97
77,1384,2021,53.12
78,1401,2016,75.13
79,1401,2017,79.95
80,1401,2018,55.32
81,1401,2019,43.2
82,1401,2020,39.4
83,1401,2021,36.61
84,1407,2016,134.39
85,1407,2017,126.82
86,1407,2018,218.11
87,1407,2019,278.15
88,1407,2020,280.59
89,1407,2021,240.45
90,1414,2016,0.04
91,1414,2017,0.24
92,1414,2018,0.05
93,1414,2019,0.05
94,1414,2020,0.08
95,1414,2021,0.09
96,1417,2016,64.24
97,1417,2017,69.54
98,1417,2018,46.48
99,1417,2019,46.17
100,1417,2020,48.64
101,1417,2021,103.37
102,1418,2016,117.68
103,1418,2017,105.76
104,1418,2018,88.21
105,1418,2019,90.41
106,1418,2020,70.29
107,1418,2021,43.8
108,1419,2016,495.42
109,1419,2017,493.87
110,1419,2018,505.53
111,1419,2019,422.77
112,1419,2020,409.94
113,1419,2021,296.62
114,1420,2016,223.05
115,1420,2017,185.82
116,1420,2018,211.76
117,1420,2019,262.34
118,1420,2020,217.98
119,1420,2021,222.3
120,1429,2016,89.04
121,1429,2017,132.48
122,1429,2018,144.37
123,1429,2019,124.74
124,1429,2020,109.75
125,1429,2021,129.88
126,1430,2016,464.38
127,1430,2017,182.15
128,1430,2018,168.09
129,1430,2019,92.55
130,1430,2020,195.06
131,1430,2021,177.58
132,1431,2016,62.68
133,1431,2017,89.4
134,1431,2018,95.91
135,1431,2019,77.15
136,1431,2020,75.1
137,1431,2021,78.34
138,1432,2016,212.45
139,1432,2017,195.04
140,1432,2018,204.41
141,1432,2019,236.99
142,1432,2020,240.0
143,1432,2021,259.11
144,1433,2016,93.4
145,1433,2017,67.44
146,1433,2018,73.42
147,1433,2019,92.57
148,1433,2020,130.57
149,1433,2021,99.48
150,1434,2016,183.11
151,1434,2017,149.9
152,1434,2018,84.1
153,1434,2019,58.39
154,1434,2020,119.77
155,1434,2021,157.35
157,1436,2017,59.68
158,1436,2018,59.61
159,1436,2019,69.2
160,1436,2020,76.85
161,1436,2021,80.86
162,1438,2016,50.95
163,1438,2017,35.08
164,1438,2018,34.68
165,1438,2019,38.69
166,1438,2020,35.49
167,1438,2021,35.72
169,1443,2017,0.52
170,1443,2018,0.07
171,1443,2019,0.21
172,1443,2020,33.09
173,1443,2021,45.76
174,1444,2016,34.74
175,1444,2017,34.69
176,1444,2018,36.47
177,1444,2019,36.07
178,1444,2020,28.49
179,1444,2021,24.28
186,1446,2016,151.48
187,1446,2017,134.0
188,1446,2018,93.04
189,1446,2019,77.52
190,1446,2020,118.54
191,1446,2021,94.83
194,1447,2018,6.16
195,1447,2019,36.97
196,1447,2020,51.04
197,1447,2021,640.27
198,1449,2016,238.53
199,1449,2017,195.74
200,1449,2018,109.91
201,1449,2019,95.22
202,1449,2020,68.17
203,1449,2021,100.55
210,1450,2016,89.7
211,1450,2017,62.62
212,1450,2018,25.52
213,1450,2019,32.24
214,1450,2020,46.58
215,1450,2021,29.62
217,1452,2017,169.21
218,1452,2018,120.33
219,1452,2019,94.1
220,1452,2020,94.56
221,1452,2021,95.96
222,1491,2016,13.27
223,1491,2017,13.11
224,1491,2018,16.41
225,1491,2019,20.59
226,1491,2020,25.62
227,1491,2021,39.06
228,1514,2016,55.64
229,1514,2017,44.2
230,1514,2018,6.21
231,1514,2019,1.86
232,1514,2020,1.0
233,1514,2021,1.28
234,1515,2016,60.32
235,1515,2017,59.93
236,1515,2018,55.24
237,1515,2019,61.68
238,1515,2020,61.58
239,1515,2021,55.3
240,1605,2016,30.52
241,1605,2017,22.48
242,1605,2018,32.92
243,1605,2019,33.7
244,1605,2020,43.23
245,1605,2021,44.18
246,1662,2016,23.89
247,1662,2017,26.29
248,1662,2018,19.54
249,1662,2019,16.35
250,1662,2020,29.05
251,1662,2021,25.21
252,1663,2016,1.36
253,1663,2017,7.27
254,1663,2018,8.64
255,1663,2019,4.09
256,1663,2020,4.23
257,1663,2021,3.88
258,1711,2016,33.88
259,1711,2017,384.11
260,1711,2018,13.78
261,1711,2019,1657.89
262,1711,2020,105.71
263,1711,2021,16.74
264,1712,2016,44.61
265,1712,2017,68.32
266,1712,2018,78.7
267,1712,2019,71.15
268,1712,2020,61.89
269,1712,2021,46.56
270,1716,2016,24.21
271,1716,2017,22.06
272,1716,2018,22.19
273,1716,2019,17.88
274,1716,2020,16.73
275,1716,2021,18.82
276,1718,2016,106.84
277,1718,2017,100.8
278,1718,2018,80.78
279,1718,2019,55.15
280,1718,2020,54.53
281,1718,2021,82.96
282,1719,2016,222.51
283,1719,2017,171.33
284,1719,2018,162.73
285,1719,2019,149.18
286,1719,2020,132.99
287,1719,2021,110.45
288,1720,2016,225.14
289,1720,2017,230.52
290,1720,2018,193.25
291,1720,2019,136.71
292,1720,2020,128.97
293,1720,2021,174.52
294,1721,2016,29.67
295,1721,2017,20.29
296,1721,2018,18.45
297,1721,2019,20.03
298,1721,2020,29.09
299,1721,2021,53.13
300,1723,2016,53.04
301,1723,2017,53.06
302,1723,2018,57.48
303,1723,2019,61.24
304,1723,2020,40.82
305,1723,2021,33.03
306,1724,2016,406.47
307,1724,2017,382.85
308,1724,2018,348.52
309,1724,2019,220.35
310,1724,2020,194.0
311,1724,2021,106.7
312,1726,2016,89.26
313,1726,2017,91.57
314,1726,2018,147.53
315,1726,2019,243.58
316,1726,2020,140.36
317,1726,2021,133.65
318,1736,2016,71.6
319,1736,2017,71.87
320,1736,2018,72.68
321,1736,2019,65.11
322,1736,2020,53.08
323,1736,2021,45.69
324,1738,2016,72.14
325,1738,2017,83.25
326,1738,2018,96.37
327,1738,2019,86.94
328,1738,2020,88.82
329,1738,2021,85.5
330,1743,2016,61.23
331,1743,2017,74.77
332,1743,2018,74.25
333,1743,2019,76.17
334,1743,2020,68.72
335,1743,2021,59.0
336,1758,2016,42.08
337,1758,2017,43.46
338,1758,2018,33.01
339,1758,2019,45.76
340,1758,2020,38.02
341,1758,2021,34.15
342,1762,2016,3.68
343,1762,2017,4.17
344,1762,2018,2.84
345,1762,2019,64.02
346,1762,2020,105.07
347,1762,2021,104.91
348,1764,2016,268.95
349,1764,2017,225.74
350,1764,2018,210.04
351,1764,2019,230.99
352,1764,2020,235.0
353,1764,2021,208.58
354,1766,2016,173.45
355,1766,2017,157.84
356,1766,2018,141.12
357,1766,2019,130.67
358,1766,2020,111.1
359,1766,2021,102.13
360,1768,2016,97.4
361,1768,2017,88.64
362,1768,2018,75.57
363,1768,2019,68.14
364,1768,2020,48.57
365,1768,2021,38.51
366,1770,2016,102.24
367,1770,2017,96.61
368,1770,2018,88.78
369,1770,2019,90.16
370,1770,2020,78.22
371,1770,2021,77.42
372,1771,2016,51.51
373,1771,2017,65.59
374,1771,2018,55.3
375,1771,2019,58.23
376,1771,2020,67.1
377,1771,2021,60.39
378,1776,2016,177.69
379,1776,2017,158.48
380,1776,2018,144.03
381,1776,2019,131.16
382,1776,2020,119.86
383,1776,2021,106.6
384,1777,2016,178.68
385,1777,2017,134.24
386,1777,2018,128.16
387,1777,2019,82.92
388,1777,2020,71.9
389,1777,2021,82.41
390,1780,2016,60.92
391,1780,2017,59.004999999999995
392,1780,2018,63.29
393,1780,2019,34.62
394,1780,2020,34.13
395,1780,2021,40.0
396,1786,2016,74.8
397,1786,2017,69.85
398,1786,2018,64.27
399,1786,2019,61.61
400,1786,2020,65.08
401,1786,2021,53.19
402,1787,2016,47.23
403,1787,2017,47.02
404,1787,2018,50.67
405,1787,2019,48.48
406,1787,2020,50.96
407,1787,2021,42.11
408,1788,2016,45.23
409,1788,2017,40.25
410,1788,2018,46.43
411,1788,2019,51.04
412,1788,2020,58.6
413,1788,2021,82.62
414,1793,2016,56.2
415,1793,2017,52.0
416,1793,2018,47.56
417,1793,2019,42.57
418,1793,2020,37.79
419,1793,2021,35.82
420,1795,2016,114.15
421,1795,2017,119.15
422,1795,2018,108.36
423,1795,2019,121.51
424,1795,2020,75.3
425,1795,2021,64.78
426,1798,2016,217.86
427,1798,2017,200.94
428,1798,2018,184.62
429,1798,2019,193.11
430,1798,2020,155.74
431,1798,2021,132.48
432,1799,2016,21.74
433,1799,2017,20.53
434,1799,2018,15.56
435,1799,2019,14.55
436,1799,2020,18.75
437,1799,2021,11.76
438,1801,2016,214.39
439,1801,2017,199.17
440,1801,2018,168.17
441,1801,2019,173.25
442,1801,2020,145.77
443,1801,2021,150.35
444,1802,2016,205.59
445,1802,2017,178.57
446,1802,2018,166.92
447,1802,2019,159.8
448,1802,2020,135.12
449,1802,2021,149.0
450,1803,2016,197.73
451,1803,2017,174.05
452,1803,2018,154.41
453,1803,2019,158.72
454,1803,2020,134.27
455,1803,2021,150.21
456,1807,2016,132.07
457,1807,2017,122.62
458,1807,2018,108.48
459,1807,2019,99.54
460,1807,2020,85.73
461,1807,2021,74.09
462,1808,2016,131.98
463,1808,2017,109.6
464,1808,2018,97.65
465,1808,2019,95.15
466,1808,2020,134.43
467,1808,2021,149.24
468,1810,2016,109.93
469,1810,2017,116.8
470,1810,2018,83.04
471,1810,2019,73.99
472,1810,2020,75.82
473,1810,2021,60.3
474,1811,2016,156.02
475,1811,2017,138.38
476,1811,2018,137.54
477,1811,2019,156.3
478,1811,2020,107.98
479,1811,2021,111.47
480,1812,2016,312.89
481,1812,2017,229.72
482,1812,2018,183.63
483,1812,2019,182.97
484,1812,2020,144.18
485,1812,2021,150.27
486,1813,2016,96.35
487,1813,2017,108.3
488,1813,2018,105.28
489,1813,2019,91.65
490,1813,2020,81.59
491,1813,2021,70.3
492,1814,2016,239.91
493,1814,2017,178.3
494,1814,2018,168.4
495,1814,2019,136.76
496,1814,2020,114.84
497,1814,2021,140.09
498,1815,2016,271.46
499,1815,2017,238.36
500,1815,2018,209.58
501,1815,2019,236.3
502,1815,2020,194.29
503,1815,2021,166.75
504,1820,2016,128.38
505,1820,2017,106.98
506,1820,2018,134.5
507,1820,2019,149.56
508,1820,2020,128.42
509,1820,2021,212.56
510,1821,2016,453.12
511,1821,2017,318.02
512,1821,2018,271.47
513,1821,2019,265.97
514,1821,2020,257.04
515,1821,2021,347.34
516,1822,2016,143.0
517,1822,2017,134.75
518,1822,2018,134.22
519,1822,2019,136.69
520,1822,2020,134.77
521,1822,2021,120.46
522,1826,2016,91.63
523,1826,2017,93.64
524,1826,2018,88.59
525,1826,2019,106.12
526,1826,2020,78.23
527,1826,2021,78.86
528,1827,2016,212.11
529,1827,2017,210.53
530,1827,2018,188.84
531,1827,2019,148.21
532,1827,2020,133.26
533,1827,2021,123.28
534,1828,2016,91.45
535,1828,2017,89.03
536,1828,2018,97.59
537,1828,2019,83.35
538,1828,2020,81.77
539,1828,2021,79.66
540,1832,2016,72.31
541,1832,2017,68.35
542,1832,2018,71.4
543,1832,2019,64.59
544,1832,2020,58.98
545,1832,2021,60.48
546,1833,2016,90.7
547,1833,2017,88.22
548,1833,2018,77.1
549,1833,2019,84.55
550,1833,2020,86.22
551,1833,2021,87.05
552,1835,2016,80.27
553,1835,2017,67.41
554,1835,2018,67.68
555,1835,2019,68.29
556,1835,2020,51.14
557,1835,2021,43.33
558,1840,2016,7.43
559,1840,2017,3.59
560,1840,2018,2.02
561,1840,2019,2.03
562,1840,2020,2.57
563,1840,2021,2.05
564,1841,2016,27.82
565,1841,2017,29.77
566,1841,2018,34.3
567,1841,2019,27.11
568,1841,2020,17.91
569,1841,2021,24.24
570,1844,2016,69.77
571,1844,2017,89.0
572,1844,2018,72.89
573,1844,2019,106.97
574,1844,2020,118.94
575,1844,2021,100.36
576,1847,2016,255.69
577,1847,2017,216.92
578,1847,2018,196.73
579,1847,2019,141.11
580,1847,2020,119.58
581,1847,2021,115.1
582,1848,2016,192.93
583,1848,2017,187.58
584,1848,2018,177.87
585,1848,2019,188.77
586,1848,2020,168.91
587,1848,2021,175.29
588,1850,2016,282.17
589,1850,2017,224.94
590,1850,2018,281.35
591,1850,2019,227.18
592,1850,2020,233.06
593,1850,2021,165.91
594,1852,2016,222.61
595,1852,2017,176.24
596,1852,2018,159.35
597,1852,2019,150.99
598,1852,2020,113.45
599,1852,2021,100.85
600,1853,2016,186.72
601,1853,2017,129.22
602,1853,2018,122.35
603,1853,2019,93.93
604,1853,2020,79.51
605,1853,2021,81.96
606,1860,2016,136.33
607,1860,2017,123.21
608,1860,2018,148.61
609,1860,2019,132.69
610,1860,2020,136.76
611,1860,2021,142.76
612,1861,2016,289.29
613,1861,2017,178.87
614,1861,2018,168.2
615,1861,2019,166.62
616,1861,2020,141.2
617,1861,2021,127.29
618,1866,2016,88.61
619,1866,2017,89.6
620,1866,2018,71.99
621,1866,2019,63.98
622,1866,2020,90.76
623,1866,2021,72.9
624,1867,2016,137.92
625,1867,2017,105.7
626,1867,2018,130.51
627,1867,2019,137.85
628,1867,2020,107.38
629,1867,2021,92.82
630,1869,2016,98.93
631,1869,2017,86.63
632,1869,2018,81.18
633,1869,2019,76.11
634,1869,2020,73.23
635,1869,2021,64.37
636,1870,2016,135.84
637,1870,2017,132.1
638,1870,2018,122.62
639,1870,2019,108.68
640,1870,2020,151.13
641,1870,2021,111.09
642,1871,2016,205.02
643,1871,2017,193.17
644,1871,2018,153.78
645,1871,2019,137.35
646,1871,2020,128.51
647,1871,2021,105.75
648,1873,2016,119.78
649,1873,2017,106.5
650,1873,2018,96.79
651,1873,2019,83.74
652,1873,2020,75.19
653,1873,2021,91.19
654,1879,2016,82.9
655,1879,2017,73.03
656,1879,2018,59.99
657,1879,2019,57.2
658,1879,2020,50.76
659,1879,2021,50.99
660,1882,2016,119.96
661,1882,2017,144.06
662,1882,2018,148.31
663,1882,2019,118.2
664,1882,2020,108.46
665,1882,2021,94.76
666,1884,2016,79.05
667,1884,2017,92.36
668,1884,2018,91.75
669,1884,2019,73.81
670,1884,2020,69.51
671,1884,2021,65.21
672,1885,2016,191.82
673,1885,2017,194.85
674,1885,2018,213.46
675,1885,2019,205.05
676,1885,2020,190.98
677,1885,2021,169.74
678,1887,2016,104.96
679,1887,2017,159.45
680,1887,2018,121.87
681,1887,2019,88.41
682,1887,2020,84.18
683,1887,2021,79.29
684,1888,2016,183.91
685,1888,2017,189.81
686,1888,2018,177.0
687,1888,2019,174.7
688,1888,2020,183.9
689,1888,2021,120.9
690,1890,2016,221.22
691,1890,2017,219.85
692,1890,2018,164.1
693,1890,2019,130.12
694,1890,2020,128.9
695,1890,2021,93.87
696,1892,2016,338.71
697,1892,2017,303.04
698,1892,2018,321.93
699,1892,2019,308.0
700,1892,2020,237.35
701,1892,2021,211.63
702,1893,2016,307.68
703,1893,2017,304.97
704,1893,2018,226.74
705,1893,2019,231.09
706,1893,2020,218.89
707,1893,2021,226.1
708,1897,2016,14.82
709,1897,2017,18.56
710,1897,2018,12.56
711,1897,2019,17.51
712,1897,2020,16.55
713,1897,2021,17.25
714,1898,2016,142.61
715,1898,2017,157.86
716,1898,2018,129.02
717,1898,2019,104.66
718,1898,2020,103.54
719,1898,2021,107.26
720,1899,2016,126.33
721,1899,2017,116.8
722,1899,2018,97.95
723,1899,2019,109.47
724,1899,2020,92.01
725,1899,2021,66.27
726,1904,2016,88.18
727,1904,2017,65.84
728,1904,2018,91.45
729,1904,2019,82.61
730,1904,2020,54.06
731,1904,2021,55.59
732,1905,2016,54.2
733,1905,2017,59.88
734,1905,2018,45.43
735,1905,2019,55.74
736,1905,2020,47.21
737,1905,2021,44.95
738,1911,2016,158.71
739,1911,2017,150.43
740,1911,2018,158.68
741,1911,2019,173.44
742,1911,2020,164.35
743,1911,2021,159.63
744,1914,2016,27.42
745,1914,2017,34.9
746,1914,2018,32.31
747,1914,2019,26.11
748,1914,2020,31.59
749,1914,2021,39.29
750,1921,2016,91.22
751,1921,2017,76.62
752,1921,2018,74.99
753,1921,2019,39.48
754,1921,2020,45.21
755,1921,2021,36.65
756,1925,2016,129.57
757,1925,2017,130.81
758,1925,2018,127.84
759,1925,2019,126.92
760,1925,2020,126.4
761,1925,2021,121.99
762,1926,2016,62.89
763,1926,2017,56.47
764,1926,2018,52.33
765,1926,2019,48.52
766,1926,2020,49.32
767,1926,2021,44.63
768,1928,2016,93.86
769,1928,2017,94.32
770,1928,2018,85.57
771,1928,2019,82.29
772,1928,2020,83.16
773,1928,2021,80.93
774,1929,2016,100.64
775,1929,2017,104.35
776,1929,2018,97.19
777,1929,2019,88.11
778,1929,2020,80.02
779,1929,2021,68.26
780,1930,2016,54.21
781,1930,2017,51.06
782,1930,2018,49.86
783,1930,2019,48.47
784,1930,2020,39.07
785,1930,2021,38.74
786,1934,2016,72.4
787,1934,2017,73.25
788,1934,2018,68.34
789,1934,2019,67.37
790,1934,2020,63.57
791,1934,2021,64.83
792,1938,2016,70.24
793,1938,2017,65.61
794,1938,2018,67.27
795,1938,2019,64.64
796,1938,2020,56.93
797,1938,2021,52.75
798,1939,2016,61.8
799,1939,2017,71.75
800,1939,2018,65.34
801,1939,2019,63.33
802,1939,2020,70.21
803,1939,2021,63.54
804,1941,2016,20.18
805,1941,2017,20.27
806,1941,2018,20.95
807,1941,2019,23.4
808,1941,2020,22.14
809,1941,2021,23.13
810,1942,2016,93.09
811,1942,2017,88.16
812,1942,2018,84.65
813,1942,2019,90.84
814,1942,2020,65.41
815,1942,2021,60.65
816,1944,2016,37.63
817,1944,2017,35.06
818,1944,2018,37.04
819,1944,2019,38.06
820,1944,2020,36.43
821,1944,2021,34.44
822,1945,2016,41.38
823,1945,2017,44.49
824,1945,2018,41.5
825,1945,2019,37.55
826,1945,2020,39.99
827,1945,2021,61.58
828,1946,2016,124.36
829,1946,2017,149.77
830,1946,2018,170.27
831,1946,2019,185.61
832,1946,2020,182.02
833,1946,2021,161.84
834,1948,2016,105.32
835,1948,2017,79.15
836,1948,2018,75.78
837,1948,2019,62.67
838,1948,2020,54.57
839,1948,2021,50.06
840,1949,2016,85.29
841,1949,2017,76.23
842,1949,2018,79.83
843,1949,2019,82.09
844,1949,2020,71.78
845,1949,2021,74.49
846,1950,2016,65.3
847,1950,2017,60.37
848,1950,2018,60.75
849,1950,2019,57.36
850,1950,2020,52.51
851,1950,2021,47.08
852,1951,2016,80.67
853,1951,2017,76.28
854,1951,2018,55.61
855,1951,2019,70.3
856,1951,2020,67.17
857,1951,2021,86.01
858,1952,2016,113.57
859,1952,2017,125.46
860,1952,2018,134.5
861,1952,2019,119.19
862,1952,2020,90.94
863,1952,2021,82.15
864,1959,2016,117.94
865,1959,2017,96.92
866,1959,2018,99.67
867,1959,2019,92.08
868,1959,2020,77.14
869,1959,2021,69.17
870,1960,2016,28.61
871,1960,2017,26.08
872,1960,2018,37.57
873,1960,2019,33.44
874,1960,2020,29.16
875,1960,2021,33.38
876,1961,2016,96.56
877,1961,2017,112.68
878,1961,2018,125.88
879,1961,2019,113.01
880,1961,2020,92.04
881,1961,2021,101.2
882,1963,2016,58.46
883,1963,2017,72.71
884,1963,2018,76.05
885,1963,2019,46.13
886,1963,2020,44.7
887,1963,2021,59.59
888,1964,2016,85.92
889,1964,2017,89.48
890,1964,2018,100.1
891,1964,2019,123.2
892,1964,2020,70.89
893,1964,2021,59.76
894,1965,2016,67.82
895,1965,2017,62.21
896,1965,2018,71.33
897,1965,2019,53.98
898,1965,2020,51.41
899,1965,2021,50.7
900,1966,2016,202.92
901,1966,2017,171.1
902,1966,2018,174.36
903,1966,2019,147.56
904,1966,2020,159.62
905,1966,2021,149.85
906,1967,2016,52.24
907,1967,2017,47.08
908,1967,2018,39.31
909,1967,2019,40.93
910,1967,2020,38.6
911,1967,2021,32.54
912,1968,2016,46.91
913,1968,2017,49.12
914,1968,2018,67.79
915,1968,2019,87.19
916,1968,2020,75.34
917,1968,2021,64.4
918,1969,2016,106.63
919,1969,2017,109.74
920,1969,2018,120.06
921,1969,2019,107.27
922,1969,2020,96.92
923,1969,2021,107.17
924,1972,2016,92.72
925,1972,2017,88.17
926,1972,2018,83.93
927,1972,2019,66.09
928,1972,2020,52.32
929,1972,2021,58.54
930,1975,2016,159.24
931,1975,2017,176.15
932,1975,2018,166.78
933,1975,2019,160.71
934,1975,2020,111.13
935,1975,2021,108.65
936,1976,2016,34.19
937,1976,2017,30.96
938,1976,2018,27.36
939,1976,2019,24.04
940,1976,2020,22.63
941,1976,2021,20.14
942,1979,2016,62.72
943,1979,2017,66.4
944,1979,2018,66.16
945,1979,2019,58.97
946,1979,2020,48.26
947,1979,2021,44.11
948,1980,2016,104.13
949,1980,2017,102.45
950,1980,2018,81.53
951,1980,2019,82.17
952,1980,2020,77.31
953,1980,2021,80.46
954,1981,2016,71.85
955,1981,2017,70.85
956,1981,2018,72.13
957,1981,2019,60.46
958,1981,2020,54.53
959,1981,2021,49.04
960,1982,2016,64.58
961,1982,2017,44.37
962,1982,2018,42.14
963,1982,2019,41.52
964,1982,2020,37.15
965,1982,2021,39.17
966,1992,2016,95.6
967,1992,2017,104.25
968,1992,2018,82.4
969,1992,2019,74.82
970,1992,2020,83.23
971,1992,2021,72.31
972,1994,2016,62.4
973,1994,2017,57.09
974,1994,2018,80.82
975,1994,2019,60.83
976,1994,2020,30.79
977,1994,2021,29.14
978,1997,2016,126.99
979,1997,2017,115.72
980,1997,2018,119.31
981,1997,2019,93.07
982,1997,2020,71.79
983,1997,2021,53.99
984,1999,2016,145.38
985,1999,2017,140.76
986,1999,2018,151.33
987,1999,2019,149.45
988,1999,2020,126.0
989,1999,2021,119.04
990,2001,2016,57.07
991,2001,2017,58.75
992,2001,2018,76.86
993,2001,2019,71.7
994,2001,2020,69.92
995,2001,2021,71.04
996,2002,2016,11.77
997,2002,2017,12.2
998,2002,2018,23.88
999,2002,2019,31.65
1000,2002,2020,32.04
1001,2002,2021,23.47
1002,2003,2016,44.61
1003,2003,2017,41.11
1004,2003,2018,38.85
1005,2003,2019,33.65
1006,2003,2020,31.57
1007,2003,2021,31.47
1008,2004,2016,112.83
1009,2004,2017,108.25
1010,2004,2018,97.29
1011,2004,2019,95.74
1012,2004,2020,108.76
1013,2004,2021,117.94
1014,2009,2016,26.59
1015,2009,2017,23.82
1016,2009,2018,25.65
1017,2009,2019,22.93
1018,2009,2020,19.71
1019,2009,2021,22.72
1020,2053,2016,61.78
1021,2053,2017,60.84
1022,2053,2018,56.26
1023,2053,2019,49.57
1024,2053,2020,49.69
1025,2053,2021,46.77
1026,2055,2016,60.06
1027,2055,2017,61.54
1028,2055,2018,62.16
1029,2055,2019,55.39
1030,2055,2020,56.56
1031,2055,2021,66.87
1032,2058,2016,90.47
1033,2058,2017,84.24
1034,2058,2018,118.41
1035,2058,2019,124.02
1036,2058,2020,136.79
1037,2058,2021,136.8
1038,2060,2016,136.43
1039,2060,2017,144.52
1040,2060,2018,123.6
1041,2060,2019,111.95
1042,2060,2020,113.03
1043,2060,2021,126.65
1044,2108,2016,49.47
1045,2108,2017,50.92
1046,2108,2018,47.97
1047,2108,2019,51.69
1048,2108,2020,50.79
1049,2108,2021,57.16
1050,2109,2016,33.68
1051,2109,2017,36.13
1052,2109,2018,30.61
1053,2109,2019,34.26
1054,2109,2020,40.63
1055,2109,2021,85.48
1056,2112,2016,215.96
1057,2112,2017,200.96
1058,2112,2018,179.23
1059,2112,2019,178.03
1060,2112,2020,180.57
1061,2112,2021,157.31
1062,2114,2016,23.96
1063,2114,2017,22.03
1064,2114,2018,25.32
1065,2114,2019,18.33
1066,2114,2020,18.77
1067,2114,2021,15.81
1068,2117,2016,15.33
1069,2117,2017,15.43
1070,2117,2018,19.03
1071,2117,2019,15.53
1072,2117,2020,16.43
1073,2117,2021,15.41
1074,2160,2016,0.65
1075,2160,2017,0.46
1076,2160,2018,7.44
1077,2160,2019,9.49
1078,2160,2020,8.46
1079,2160,2021,5.02
1080,2201,2016,96.17
1081,2201,2017,83.69
1082,2201,2018,89.3
1083,2201,2019,89.08
1084,2201,2020,74.82
1085,2201,2021,75.03
1086,2204,2016,57.91
1087,2204,2017,57.62
1088,2204,2018,69.45
1089,2204,2019,66.1
1090,2204,2020,62.8
1091,2204,2021,61.56
1092,2206,2016,60.28
1093,2206,2017,55.77
1094,2206,2018,53.6
1095,2206,2019,52.0
1096,2206,2020,47.72
1097,2206,2021,42.29
1098,2207,2016,43.4
1099,2207,2017,49.98
1100,2207,2018,61.34
1101,2207,2019,60.56
1102,2207,2020,57.49
1103,2207,2021,56.93
1104,2208,2016,67.09
1105,2208,2017,74.53
1106,2208,2018,68.39
1107,2208,2019,60.87
1108,2208,2020,54.02
1109,2208,2021,56.6
1110,2209,2016,67.6
1111,2209,2017,69.9
1112,2209,2018,68.47
1113,2209,2019,51.63
1114,2209,2020,33.16
1115,2209,2021,23.11
1116,2211,2016,89.5
1117,2211,2017,54.46
1118,2211,2018,43.72
1119,2211,2019,40.27
1120,2211,2020,36.96
1121,2211,2021,40.63
1122,2212,2016,91.23
1123,2212,2017,88.35
1124,2212,2018,82.37
1125,2212,2019,78.66
1126,2212,2020,75.95
1127,2212,2021,84.99
1128,2215,2016,112.69
1129,2215,2017,108.32
1130,2215,2018,110.51
1131,2215,2019,113.57
1132,2215,2020,120.73
1133,2215,2021,141.38
1134,2216,2016,85.15
1135,2216,2017,81.81
1136,2216,2018,87.65
1137,2216,2019,77.04
1138,2216,2020,76.99
1139,2216,2021,80.42
1140,2217,2016,57.19
1141,2217,2017,50.96
1142,2217,2018,46.96
1143,2217,2019,42.72
1144,2217,2020,43.28
1145,2217,2021,42.87
1146,2218,2016,184.87
1147,2218,2017,195.3
1148,2218,2018,223.35
1149,2218,2019,216.01
1150,2218,2020,202.15
1151,2218,2021,194.07
1152,2220,2016,58.35
1153,2220,2017,57.46
1154,2220,2018,64.74
1155,2220,2019,69.34
1156,2220,2020,69.92
1157,2220,2021,74.86
1158,2221,2016,37.43
1159,2221,2017,36.65
1160,2221,2018,35.64
1161,2221,2019,34.11
1162,2221,2020,36.25
1163,2221,2021,38.15
1164,2222,2016,50.8
1165,2222,2017,35.96
1166,2222,2018,37.72
1167,2222,2019,32.31
1168,2222,2020,25.48
1169,2222,2021,61.68
1170,2224,2016,295.16
1171,2224,2017,299.22
1172,2224,2018,268.86
1173,2224,2019,184.16
