,code,îNî≈,åéïΩãœécã∆éûä‘,óLãxéÊìæó¶/ëOä˙,ä«óùêEÅEèóê´î‰ó¶,ïΩãœîNóÓçáåv/ëOä˙,fusaiRate,ÉÅÉìÉ^ÉãÉwÉãÉXãxêEé“ó¶,ïΩãœîNä‘ããó^/ëOä˙ÅiëŒêîÅj,è]ã∆àıêîçáåv/ëOä˙ÅiëŒêîÅj,é©å»ìsçáó£êEó¶
641,3955,2019,16.4,52.5,2.5,41.0,36.05,0.006385696040868455,6.728096619800527,2.8937617620579434,0.0364321608040201
642,4240,2018,2.2,43.4,0.0,43.3,9.94,0.0,6.563599728881531,1.7481880270062005,0.09523809523809523
643,4240,2019,5.8,44.6,0.0,43.9,9.56,0.0,6.566083784167996,1.7708520116421442,0.125
644,4240,2020,8.4,48.0,0.0,43.4,11.52,0.0,6.577376891917014,1.845098040014257,0.05084745762711865
645,1712,2018,33.4,55.8,5.3,41.2,78.7,0.014492753623188406,6.80635474234308,2.1398790864012365,0.02727272727272727
646,5742,2018,17.8,50.0,0.0,40.2,69.49,0.0,6.73029766209715,2.2624510897304293,0.05714285714285714
647,5742,2019,20.5,50.9,3.4,38.6,58.71,0.0,6.695306522431802,2.330413773349191,0.04371584699453552
648,5742,2020,13.1,47.2,3.3,38.3,73.21,0.004132231404958678,6.646109521978848,2.383815365980431,0.04205607476635514
649,5742,2021,11.9,71.4,2.9,37.8,87.38,0.0,6.6464037262230695,2.383815365980431,0.028925619834710745
650,4925,2019,1.1,53.6,45.0,37.9,42.02,0.011695906432748537,6.573060722971425,2.7101173651118162,0.056485355648535567
651,4925,2020,3.1,62.3,50.0,37.6,52.1,0.013435700575815739,6.571390387712226,2.7168377232995247,0.09746588693957114
652,4925,2021,3.4,80.9,63.5,37.3,41.31,0.013282732447817837,6.572528559908051,2.7218106152125467,0.1746641074856046
653,2613,2018,16.3,64.9,3.9,43.2,73.67,0.0031479538300104933,6.858765352762414,2.979092900638326,0.011603375527426161
654,2613,2019,16.8,63.0,5.0,43.1,69.34,0.0020304568527918783,6.836622511493146,2.9934362304976116,0.008394543546694649
655,2613,2020,17.6,69.7,5.2,43.5,70.75,0.001976284584980237,6.856453367281829,3.0051805125037805,0.014213197969543147
656,2613,2021,17.9,79.1,5.8,43.2,74.94,0.0009624639076034649,6.860757123081542,3.016615547557177,0.015810276679841896
657,1718,2018,12.0,23.8,6.7,41.7,80.78,0.0036363636363636364,6.763264802962357,2.439332693830263,0.07172995780590717
658,1718,2019,11.2,34.0,7.7,41.8,55.15,0.0036101083032490976,6.722292192480998,2.4424797690644486,0.06909090909090909
659,1718,2020,18.8,42.3,6.5,42.0,54.53,0.0,6.739484210908219,2.4313637641589874,0.061371841155234655
660,1718,2021,8.6,48.8,7.1,41.9,82.96,0.0036101083032490976,6.766908804754526,2.4424797690644486,0.07037037037037037
661,1721,2018,32.1,45.5,0.9,43.7,18.45,0.006549465701482247,6.855509100755867,3.4625477288026643,0.013783597518952447
662,1721,2019,28.4,44.4,1.5,44.2,20.03,0.007029876977152899,6.856352056512636,3.45408227073109,0.008617718028266115
663,1721,2020,23.7,53.3,1.7,44.6,29.09,0.0027981811822315496,6.856436987488237,3.456214155357989,0.009490333919156414
664,1721,2021,23.2,55.0,2.3,44.9,53.13,0.0031982942430703624,6.8607009250790565,3.449324093098727,0.007694998251136761
665,1720,2020,35.7,43.3,0.1,45.8,128.97,0.006341656757827983,6.971220537628217,3.4019172505175748,0.015766653527788728
666,1720,2021,33.0,57.0,0.0,45.5,174.52,0.005434782608695652,6.975746362749596,3.4109458586877746,0.015457788347205707
667,4568,2018,14.8,55.9,5.9,43.4,69.24,0.003580177124552478,7.054428114500838,3.7248490876293854,0.0072992700729927005
668,4568,2019,14.9,58.4,6.5,43.7,64.91,0.003920104536120963,7.042939608030694,3.7289216463728594,0.004333898624458263
669,4568,2020,14.2,64.6,7.2,44.0,67.76,0.0032638259292837716,7.040570221702457,3.7415455167762093,0.006720179204778794
670,4568,2021,12.7,71.4,7.9,44.2,76.15,0.0025,7.051801587312267,3.7481880270062002,0.009066183136899365
671,4188,2019,20.8,65.4,8.0,43.1,368.8,0.00707395498392283,6.917213536128668,4.337858429041094,0.012237762237762238
672,4188,2020,21.4,74.6,3.1,42.7,411.91,0.00472632049562496,6.919870453626489,4.194708551575123,0.009416628387689481
673,4188,2021,23.3,72.6,6.6,43.1,340.68,0.0034386672200154146,6.898403399350264,4.2270378449302255,0.011177109280194162
674,1605,2018,19.8,78.2,2.6,39.4,32.92,0.0022675736961451248,6.963799864688831,3.1215598441875008,0.00648508430609598
675,1605,2019,18.2,79.7,2.8,39.6,33.7,0.011372867587327376,6.965061650236647,3.090258052931316,0.017384731670445956
676,1605,2020,18.2,81.7,3.1,39.5,43.23,0.01423785594639866,6.961465043393448,3.0770043267933502,0.010560519902518278
677,1605,2021,18.2,77.3,3.3,39.3,44.18,0.01488833746898263,6.96471189081341,3.0824263008607717,0.01507537688442211
678,2269,2019,12.8,63.8,2.5,39.1,44.44,0.0021082220660576245,6.890141683783506,3.931356150467928,0.013972055888223553
679,2269,2020,13.0,67.0,2.9,39.1,45.09,0.0032628144405852017,6.896068368736215,3.9777693180915743,0.017100023424689623
680,2269,2021,12.1,71.6,3.3,40.4,59.08,0.004121314593680651,6.898384960688038,3.976028840091126,0.015998315966740343
681,2270,2018,15.6,65.3,3.2,39.7,124.98,0.0023079459281239697,6.841096561378665,3.4818724103106633,0.014975041597337771
682,2270,2019,14.2,73.2,3.7,40.9,121.89,0.0031928480204342275,6.8482843433264,3.495821753385906,0.014507088691064951
683,2270,2020,13.3,80.8,4.2,40.0,115.43,0.003189792663476874,6.85082849035957,3.496237545166735,0.0140485312899106
684,2270,2021,17.2,80.7,5.3,40.0,105.99,0.0019083969465648854,6.852931376447854,3.4974825373673704,0.019138755980861243
685,4577,2020,18.8,65.2,14.3,38.5,49.59,0.001697792869269949,6.711038987162772,2.7701152947871015,0.01353637901861252
686,4577,2021,15.8,66.0,14.8,38.5,39.44,0.008012820512820512,6.725592978378092,2.795184589682424,0.02037351443123939
687,5020,2019,23.4,86.4,2.6,42.3,127.58,0.011125275234673774,7.08368389635508,3.9359604689891663,0.008749189889825017
688,5020,2020,23.9,94.1,2.8,42.7,120.8,0.011616218027476824,7.080898845540327,3.951968584492911,0.018078572256344884
689,1417,2018,25.2,53.3,2.7,41.9,46.48,0.007701193685021178,6.806331204275104,3.4144719496293026,0.023228803716608595
690,1417,2019,24.6,57.1,3.4,42.3,46.17,0.006137322593018795,6.819324693102744,3.416141031168329,0.019252984212552945
691,1417,2020,23.6,64.7,2.9,42.6,48.64,0.0064030131826741995,6.829465236020037,3.4240645254174877,0.023782125047947834
692,1417,2021,25.7,65.3,2.9,43.1,103.37,0.007363770250368188,6.825541200294021,3.433929765608464,0.017325800376647833
693,4927,2018,18.4,58.2,26.9,40.3,108.53,0.004439511653718091,6.803450833355753,2.954724790979063,0.07344632768361582
694,4927,2019,11.8,50.6,28.9,41.8,80.15,0.0,6.877846218141322,2.12057393120585,0.04772475027746948
695,4927,2020,11.1,58.9,32.6,43.0,84.24,0.0,6.912440849682246,2.103803720955957,0.06818181818181818
696,4927,2021,11.9,66.7,27.8,44.0,88.89,0.00684931506849315,6.894051860387008,2.164352855784437,0.06299212598425197
697,4189,2020,19.6,85.8,4.1,40.3,122.15,0.0,6.889749775264038,2.786041210242554,0.016666666666666666
698,4189,2021,19.7,77.5,3.9,39.8,125.73,0.0015174506828528073,6.886095732437747,2.8188854145940097,0.019639934533551555
699,5703,2019,20.2,61.1,2.5,37.6,99.51,0.0031628887717448603,6.736336892264327,3.2780673308886628,0.021024258760107817
700,5703,2020,16.2,63.5,2.6,37.6,104.83,0.004056795131845842,6.725159701256314,3.2949069106051923,0.025830258302583026
701,4929,2020,15.0,49.3,13.8,33.7,24.29,0.0,6.7794502349199615,2.110589710299249,0.0
702,4929,2021,16.1,53.5,11.1,34.6,13.61,0.024793388429752067,6.768997891296338,2.0827853703164503,0.07751937984496124
703,4980,2020,22.0,67.2,2.7,43.6,90.73,0.007485963817841547,6.84241488678778,3.204933522354145,0.03470031545741325
704,4980,2021,19.4,68.4,2.8,43.9,108.89,0.007481296758104738,6.8232845588768996,3.2052043639481447,0.021834061135371178
705,2060,2021,8.9,55.7,1.6,39.3,126.65,0.0038910505836575876,6.821775467183463,2.710963118995276,0.03621730382293763
