,証券コード,環境(5),企業統治(5),社会性(5),30歳平均賃金,月平均残業時間,有休取得率/前期,従業員の能力・評価結果の公開,勤続年数合計/前期,3年以内離職率,資産合計,自己資本,純利益,ROA,ROE
550,7561.0,3.0,3.0,3.0,382500.0,15.0,48.2,1.0,9.4,0.5454545454545454,12982.0,10830.0,679.0,5.230318903096595,6.269621421975994
551,3397.0,4.0,4.0,4.0,372357.0,27.3,44.2,1.0,4.6,0.6898395721925134,128695.0,43214.0,3742.0,2.9076498698473134,8.659230804831768
552,3382.0,5.0,5.0,5.0,324588.0,16.8,57.4,1.0,17.1,0.2228637413394919,2561080.0,1421061.0,107109.0,4.182180954909648,7.537255613939163
553,3197.0,3.0,4.0,3.0,265300.0,17.0,77.4,1.0,15.7,0.375609756097561,263542.0,97198.0,-6311.0,-2.394684718185337,-6.4929319533323735
554,8227.0,3.0,4.0,3.0,342637.0,0.1,65.4,1.0,15.2,0.3291139240506329,474103.0,410756.0,35302.0,7.446061298916058,8.594396673450905
555,2730.0,3.0,4.0,3.0,241990.0,15.4,36.8,1.0,17.0,0.3025936599423631,370429.0,194484.0,12062.0,3.2562245396553724,6.202052611011703
556,3136.0,3.0,3.0,2.0,280000.0,10.0,45.8,1.0,9.5,0.1666666666666666,2862.0,497.0,105.0,3.668763102725367,21.12676056338028
557,8242.0,4.0,4.0,4.0,276172.0,6.6,46.3,1.0,17.0,0.1403508771929824,443437.0,198054.0,11585.0,2.6125469908916035,5.849414806062993
558,3141.0,3.0,3.0,3.0,256435.0,6.2,58.4,1.0,3.9,0.1854545454545454,111137.0,79047.0,8183.0,7.362984424629062,10.352069022227282
559,8273.0,3.0,3.0,3.0,326664.0,17.2,61.8,1.0,15.1,0.2191011235955056,407231.0,201520.0,19140.0,4.700035115204884,9.497816593886462
560,8267.0,5.0,5.0,5.0,296039.0,5.5,64.6,1.0,19.1,0.2783505154639175,1575684.0,653069.0,23384.0,1.4840539092863798,3.580632368095867
561,2685.0,3.0,4.0,4.0,274714.0,6.2,65.0,1.0,5.7,0.3177570093457944,78983.0,46973.0,4443.0,5.625261132142359,9.458625167649501
562,2678.0,4.0,4.0,4.0,375506.0,27.4,69.3,1.0,9.1,0.3125,168179.0,55950.0,8281.0,4.923920346773379,14.80071492403932
563,8255.0,4.0,3.0,3.0,311109.0,16.3,77.2,2.0,8.3,0.2337662337662337,32213.0,26347.0,2138.0,6.637071989569429,8.114775875811288
564,9627.0,3.0,4.0,4.0,329724.0,3.9,53.0,1.0,6.7,0.2702702702702703,140249.0,78237.0,4968.0,3.5422712461407926,6.349936730702864
566,8163.0,3.0,3.0,3.0,278333.0,15.9,46.1,1.0,16.7,0.2857142857142857,32053.0,14475.0,528.0,1.6472717062365458,3.6476683937823835
567,3086.0,5.0,5.0,5.0,307813.0,3.0,51.7,1.0,22.9,0.1555555555555555,641307.0,335241.0,14253.0,2.222492503590324,4.251568274763528
568,8473.0,3.0,3.0,3.0,458215.0,16.2,60.9,1.0,6.1,0.4,1278754.0,385297.0,36694.0,2.869512040627048,9.52356234281606
569,8424.0,4.0,5.0,4.0,316779.0,11.6,72.0,1.0,14.5,0.0571428571428571,2335729.0,258237.0,25652.0,1.098243845925619,9.93351068979271
570,8439.0,4.0,5.0,4.0,335770.0,10.2,72.7,1.0,17.1,0.0416666666666666,3029019.0,406547.0,20319.0,0.6708112428479319,4.9979461169311294
571,8566.0,5.0,4.0,5.0,281030.0,10.4,67.8,1.0,13.6,0.125,1170274.0,197781.0,12587.0,1.0755600825105915,6.364109798211152
572,7199.0,3.0,3.0,3.0,313071.0,20.2,66.8,1.0,6.2,0.3181818181818182,12635.0,5348.0,1423.0,11.262366442421843,26.60807778608826
573,7187.0,2.0,2.0,3.0,388750.0,24.6,63.4,1.0,6.0,0.2857142857142857,8711.0,2406.0,1358.0,15.589484559752037,56.442227763923526
574,8253.0,3.0,4.0,4.0,298694.0,9.3,72.4,1.0,13.6,0.1807909604519774,3444915.0,456739.0,21909.0,0.6359808587439748,4.796831450784802
575,8591.0,3.0,4.0,4.0,402048.0,23.5,71.4,1.0,17.3,0.0441176470588235,4987746.0,1180843.0,176157.0,3.5317957249627385,14.917901871798367
576,8585.0,4.0,4.0,5.0,284990.0,15.3,61.2,1.0,16.2,0.2760180995475113,3592389.0,181770.0,14797.0,0.4118986000680884,8.14050723441712
577,7191.0,2.0,2.0,2.0,303992.0,17.0,67.8,1.0,4.7,0.5,6325.0,4447.0,779.0,12.316205533596838,17.51742747919946
578,8570.0,3.0,4.0,4.0,273500.0,20.5,71.4,1.0,2.3,0.219047619047619,733686.0,217288.0,10474.0,1.4275861880968153,4.820330621111152
579,8572.0,3.0,5.0,4.0,288572.0,19.0,72.4,1.0,14.8,0.2654867256637168,1080514.0,461531.0,48082.0,4.449919205119046,10.417935089950621
580,8793.0,4.0,4.0,4.0,286525.0,22.0,61.2,1.0,13.2,0.0625,983328.0,95639.0,5892.0,0.5991896905203553,6.160666673637324
581,8931.0,3.0,3.0,3.0,298114.0,11.6,61.3,1.0,10.7,0.0,98302.0,26656.0,2337.0,2.377367703607251,8.767256902761105
582,3231.0,4.0,5.0,4.0,396685.0,12.1,60.5,1.0,15.4,0.0625,1585983.0,501130.0,235002.0,14.817434991421724,46.894418613932515
583,8892.0,3.0,3.0,3.0,414220.0,34.3,53.9,1.0,4.3,0.3636363636363636,233860.0,63206.0,6434.0,2.7512186778414436,10.179413346834162
584,8848.0,4.0,4.0,5.0,248312.0,11.4,90.5,1.0,10.5,0.4205298013245033,132842.0,2622.0,14251.0,10.727781876213847,543.5163996948894
585,8923.0,3.0,4.0,3.0,282250.0,26.7,55.3,1.0,5.8,0.1666666666666666,189896.0,65833.0,8687.0,4.574609259805367,13.195509850682788
586,3277.0,2.0,2.0,2.0,327857.0,9.7,73.8,1.0,7.9,0.5714285714285714,19674.0,10309.0,603.0,3.0649588289112533,5.849257929964109
587,8905.0,5.0,4.0,4.0,316904.0,10.2,55.8,1.0,7.6,0.1454545454545454,1315583.0,446616.0,25337.0,1.925914214458533,5.673106203091694
588,3491.0,3.0,3.0,3.0,549707.0,24.0,27.8,1.0,1.6,0.6,32389.0,21204.0,-375.0,-1.1578004878199388,-1.7685342388228635
589,2433.0,5.0,4.0,4.0,463900.0,22.7,31.0,1.0,12.3,0.074074074074074,483232.0,293246.0,33326.0,6.8964803655387055,11.36451989114941
590,4324.0,4.0,4.0,5.0,403000.0,12.5,47.0,1.0,14.2,0.0620689655172413,1177686.0,699150.0,122940.0,10.439115349931985,17.58420939712508
591,9708.0,3.0,3.0,3.0,298300.0,1.8,37.4,1.0,14.0,0.2407407407407407,57152.0,36681.0,-7957.0,-13.922522396416573,-21.692429323082795
592,9743.0,3.0,4.0,4.0,281985.0,22.3,52.6,1.0,15.3,0.024390243902439,47565.0,28382.0,1572.0,3.3049511195206565,5.538721725036995
593,9757.0,3.0,4.0,3.0,269250.0,6.0,56.1,1.0,9.4,0.0,17771.0,15420.0,2549.0,14.343593495019977,16.53047989623865
594,2179.0,3.0,3.0,2.0,231203.0,12.9,61.2,1.0,6.0,0.5454545454545454,8032.0,2795.0,271.0,3.374003984063745,9.695885509838998
595,4681.0,3.0,3.0,4.0,294672.0,10.4,45.1,1.0,8.7,0.4316239316239316,308679.0,75682.0,3871.0,1.2540535637344945,5.11482254697286
596,7065.0,3.0,3.0,3.0,327310.0,18.0,58.0,1.0,8.6,0.0,19153.0,7612.0,637.0,3.325849736333734,8.368365738307935
597,6183.0,3.0,5.0,5.0,268521.0,28.3,65.5,1.0,12.4,0.0689655172413793,126225.0,58330.0,2947.0,2.3347197464844522,5.052288702211555
598,2424.0,3.0,2.0,2.0,332187.0,10.8,12.7,1.0,4.7,0.1632653061224489,11764.0,2983.0,734.0,6.2393743624617475,24.60610124036205
599,2469.0,3.0,3.0,3.0,268388.0,7.3,34.1,1.0,14.5,0.1818181818181818,24329.0,6737.0,831.0,3.415676764355296,12.334867151551135
600,2168.0,3.0,5.0,4.0,327000.0,16.1,62.1,1.0,9.1,0.2362637362637362,89955.0,18758.0,1338.0,1.4874103718525928,7.132956605181789
601,9715.0,3.0,3.0,4.0,295260.0,17.6,55.9,1.0,8.8,0.3293233082706767,150522.0,76439.0,9249.0,6.144616733766493,12.099844320307698
602,2379.0,3.0,3.0,3.0,357094.0,23.1,44.9,1.0,4.0,0.3648648648648648,42959.0,32939.0,3610.0,8.403361344537815,10.959652691338535
603,4665.0,5.0,5.0,4.0,243514.0,5.3,69.4,1.0,15.4,0.125,179272.0,122310.0,7400.0,4.127805792315588,6.050200310685962
604,9793.0,4.0,3.0,3.0,312051.0,43.8,67.0,1.0,11.3,0.3333333333333333,76698.0,67251.0,6715.0,8.755117473728129,9.984981635960803
605,9625.0,3.0,3.0,3.0,395000.0,4.0,30.3,1.0,15.5,0.0,15718.0,9264.0,4636.0,29.49484667260466,50.04317789291882
606,4293.0,3.0,4.0,3.0,443050.0,18.0,60.7,1.0,4.8,0.2631578947368421,16192.0,11861.0,1029.0,6.354990118577075,8.675491105303095
607,6196.0,3.0,2.0,2.0,426671.0,5.8,52.9,2.0,2.6,0.2,12809.0,11247.0,2962.0,23.124365680380983,26.33591179870188
608,7081.0,3.0,3.0,3.0,270610.0,21.4,48.0,1.0,13.3,0.5185185185185185,12252.0,5489.0,1193.0,9.737185765589292,21.734377846602296
609,6547.0,3.0,4.0,3.0,284597.0,9.1,58.7,1.0,7.0,0.5806451612903226,25874.0,1320.0,-2196.0,-8.487284532735565,-166.36363636363635
610,2371.0,3.0,4.0,4.0,359558.0,23.2,63.0,1.0,5.2,0.1111111111111111,53324.0,45200.0,12845.0,24.088590503338082,28.418141592920353
611,9765.0,3.0,4.0,4.0,246543.0,29.2,63.2,1.0,15.3,0.1176470588235294,13800.0,9473.0,1071.0,7.760869565217392,11.30581653119392
612,2471.0,3.0,3.0,3.0,338550.0,9.4,56.9,1.0,3.4,0.5,7110.0,1716.0,378.0,5.3164556962025316,22.02797202797203
613,7087.0,3.0,3.0,3.0,283169.0,18.4,69.1,1.0,4.3,0.7647058823529411,8684.0,4689.0,212.0,2.4412713035467526,4.521219876306248
614,6200.0,2.0,2.0,2.0,290744.0,24.8,90.7,1.0,3.2,0.3870967741935484,8003.0,5526.0,1998.0,24.965637885792827,36.156351791530945
615,9619.0,3.0,2.0,2.0,332976.0,15.3,65.7,1.0,11.6,0.238095238095238,114302.0,20985.0,1537.0,1.344683382617977,7.324279247081249
616,9787.0,4.0,5.0,5.0,305025.0,9.5,67.3,1.0,11.8,0.1896551724137931,125006.0,89311.0,8434.0,6.746876149944803,9.443405627526284
617,2198.0,2.0,3.0,3.0,329476.0,11.0,52.8,2.0,5.5,0.3983739837398374,14404.0,7939.0,162.0,1.1246875867814496,2.040559264390981
618,6071.0,3.0,3.0,3.0,320634.0,10.0,74.1,1.0,4.0,0.4090909090909091,10514.0,6110.0,910.0,8.655126498002662,14.893617021276595
619,4544.0,4.0,5.0,5.0,250344.0,17.1,48.2,1.0,12.8,0.2777777777777778,173744.0,58744.0,5872.0,3.3796850538723637,9.995914476372054
620,2331.0,4.0,4.0,5.0,265704.0,36.0,53.1,1.0,17.4,0.4047058823529412,326625.0,241342.0,24571.0,7.522694221201684,10.180987975569938
621,7083.0,2.0,3.0,2.0,268390.0,3.0,46.9,1.0,3.0,0.0,3779.0,922.0,-167.0,-4.4191585075416775,-18.112798264642084
